# Rime user dictionary
#@/db_name	rime_ice
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	28435
#@/user_id	516707f7-e92f-42e4-8734-b63a89fcc6a2
a 	啊	c=182 d=3.99624 t=28384
zhi tiao 	纸条	c=1 d=1 t=6506
zhi wang 	指望	c=1 d=1 t=15678
zhi wen 	指纹	c=1 d=1 t=6462
zhi wen 	质问	c=1 d=1 t=8818
zhi wu 	植物	c=2 d=1 t=5664
zhi xian 	支线	c=1 d=1 t=2109
zhi xiang 	指向	c=1 d=1 t=12816
zhi xing 	执行	c=2 d=1 t=26349
zhi yi 	之一	c=1 d=1 t=24878
zhi yin 	指引	c=5 d=1.00323 t=23621
zhi you 	只有	c=8 d=1.00001 t=27975
zhi yu 	至于	c=4 d=1.06081 t=18272
zhi yuan ti 	支原体	c=1 d=1 t=845
zhi zhen 	指针	c=11 d=1.0084 t=23060
zhi zhi 	纸质	c=1 d=1 t=3102
zhong 	中	c=55 d=1.00019 t=27679
zhong 	忠	c=2 d=1 t=22646
zhong 	种	c=3 d=1.9802 t=17156
zhong 	终	c=1 d=1 t=22962
zhong 	重	c=1 d=1 t=13586
zhong cheng 	忠诚	c=2 d=1.97045 t=13191
zhong da 	重大	c=1 d=1 t=19856
zhong de 	中的	c=2 d=1 t=9946
zhong duan 	终端	c=6 d=1.90495 t=22077
zhong fang 	中方	c=1 d=1 t=20357
zhong gong 	重工	c=2 d=1.72979 t=15809
zhong guo 	中国	c=10 d=2.96816 t=21750
zhong guo shi 	中国式	c=1 d=1 t=25090
zhong ji 	中级	c=1 d=1 t=11301
zhong jian 	中间	c=5 d=1.00684 t=25255
zhong jie 	中介	c=1 d=1 t=21134
zhong kong shi 	中控室	c=1 d=1 t=21812
zhong kou 	重口	c=1 d=1 t=15085
zhong li 	重力	c=1 d=1 t=15252
zhong ni 	仲尼	c=1 d=1 t=14346
zhong nian 	中年	c=2 d=1 t=27963
zhong shan 	中山	c=2 d=1.84366 t=22053
zhong shi 	重视	c=1 d=1 t=762
zhong shu 	中暑	c=2 d=1.95123 t=26151
zhong shui 	中水	c=2 d=1.00557 t=11123
zhong tong 	中筒	c=1 d=1 t=5872
zhong wen 	中文	c=6 d=1 t=20335
zhong wu 	中午	c=6 d=1.956 t=26146
zhong xin 	中心	c=17 d=3.46361 t=27531
zhong xuan bu 	中宣部	c=1 d=1 t=25043
zhong yang 	中央	c=4 d=2.03808 t=21553
zhong yao 	重要	c=3 d=1 t=24122
zhong yu 	终于	c=3 d=1 t=17096
zhong zi 	种子	c=1 d=1 t=23576
zhou 	周	c=28 d=1.00292 t=28415
zhou 	轴	c=1 d=1 t=15567
zhou bin 	周斌	c=2 d=1.97531 t=20567
zhou er 	周二	c=3 d=1 t=27230
zhou hao 	轴号	c=2 d=1 t=23674
zhou jie lun 	周杰伦	c=1 d=1 t=13959
zhou kun 	周昆	c=4 d=1.94176 t=24111
zhou liu 	周六	c=6 d=1 t=23597
zhou liu 	轴流	c=1 d=1 t=2735
zhou mo 	周末	c=10 d=1 t=22024
zhou qi 	周期	c=4 d=1 t=17418
zhou ri 	周日	c=5 d=1 t=23598
zhou san 	周三	c=2 d=1.956 t=24898
zhou si 	周四	c=6 d=1 t=27231
zhou sui 	周岁	c=1 d=1 t=14918
zhou wu 	周五	c=4 d=1 t=26554
zhou xin 	周鑫	c=28 d=1.95825 t=28414
zhou yi 	周一	c=11 d=1 t=24855
zhu 	主	c=4 d=1.98511 t=22825
zhu 	住	c=3 d=1 t=22052
zhu 	朱	c=1 d=1 t=818
zhu 	注	c=2 d=1.9802 t=10875
zhu 	猪	c=1 d=1 t=8406
zhu 	竹	c=4 d=1 t=27194
zhu ce 	注册	c=5 d=1 t=27786
zhu da 	主打	c=1 d=1 t=20588
zhu hai 	珠海	c=1 d=1 t=22014
zhu ji 	主机	c=1 d=1 t=27731
zhu ji 	筑基	c=0 d=0.1 t=25514
zhu ming 	注明	c=5 d=1 t=24952
zhu ren 	助人	c=0 d=0.1 t=16817
zhu shi 	注释	c=1 d=1 t=3
zhu shou 	助手	c=1 d=1 t=1806
zhu tai 	逐台	c=1 d=1 t=16424
zhu ti 	主体	c=93 d=1.85095 t=28378
zhu ti 	主题	c=2 d=1.86502 t=7031
zhu yao 	主要	c=4 d=1 t=23278
zhu yi 	注意	c=16 d=1.00492 t=26061
zhu zi 	柱子	c=3 d=1 t=7210
zhua jin 	抓紧	c=1 d=1 t=19624
zhuan 	专	c=3 d=1.09877 t=11770
zhuan 	赚	c=4 d=1.03122 t=14205
zhuan 	转	c=10 d=2.00879 t=21904
zhuan dong 	转动	c=1 d=1 t=13763
zhuan fa 	转发	c=8 d=1 t=20887
zhuan huan 	转换	c=3 d=2.95064 t=3291
zhuan jia 	专家	c=1 d=1 t=23683
zhuan lun 	转轮	c=5 d=1 t=27794
zhuan men 	专门	c=1 d=1 t=25871
zhuan qian 	赚钱	c=1 d=1 t=18165
zhuan sheng ben 	专升本	c=1 d=1 t=11785
zhuan shu 	转述	c=1 d=1 t=26002
zhuan ti 	专题	c=9 d=1.00028 t=20874
zhuan ti hui 	专题会	c=3 d=1 t=27259
zhuan xiang 	专项	c=2 d=1.81873 t=18904
zhuan ye 	专业	c=20 d=1 t=25720
zhuan zhi 	转职	c=1 d=1 t=15828
zhuang 	桩	c=2 d=1.94176 t=17593
zhuang 	装	c=15 d=1.27527 t=27166
zhuang ji 	装机	c=1 d=1 t=25948
zhuang kuang 	状况	c=4 d=1 t=25033
zhuang pei shi 	装配式	c=1 d=1 t=1076
zhuang shi 	装饰	c=16 d=1.94451 t=27599
zhuang tai 	状态	c=1 d=1 t=17590
zhuang xiu 	装修	c=1 d=1 t=20197
zhuang zhi 	装置	c=3 d=1 t=16453
zhuang zhi ling yun 	壮志凌云	c=1 d=1 t=386
zhui shui 	追税	c=1 d=1 t=23417
zhui su 	追溯	c=1 d=1 t=27298
zhui zhui 	惴惴	c=1 d=1 t=28007
zhun 	准	c=1 d=1 t=13208
zhun bei 	准备	c=17 d=1.00147 t=27914
zhuo 	卓	c=1 d=1 t=15205
zhuo 	桌	c=1 d=1 t=11455
zhuo mian 	桌面	c=2 d=1 t=20258
zhuo mo 	琢磨	c=1 d=1 t=18309
zhuo shang 	桌上	c=2 d=1.94649 t=11482
zhuo zi 	桌子	c=1 d=1 t=9356
zi 	子	c=2 d=1 t=13981
zi 	自	c=1 d=1 t=9982
zi bao 	自爆	c=1 d=1 t=5224
zi da 	自打	c=1 d=1 t=13217
zi dai 	自带	c=4 d=1.78428 t=22953
zi dan 	子弹	c=1 d=1 t=12503
zi dian 	字典	c=2 d=1.03371 t=15393
zi dong 	自动	c=14 d=1.02055 t=27732
zi fu 	字符	c=2 d=1 t=21844
zi fu chuan 	字符串	c=4 d=1 t=22096
zi ji 	自己	c=40 d=3.7679 t=28256
zi jia 	自家	c=2 d=1 t=24404
zi jie 	字节	c=2 d=1 t=28351
zi kong 	自控	c=4 d=1.90519 t=24458
zi lai shui 	自来水	c=4 d=1 t=26269
zi liao 	资料	c=11 d=1.84705 t=25880
zi ran 	自然	c=2 d=1 t=27845
zi ti 	字体	c=4 d=2.8097 t=6622
zi xi 	仔细	c=3 d=1 t=25419
zi xing 	自行	c=2 d=1 t=20915
zi xing che 	自行车	c=1 d=1 t=2073
zi xing che ku 	自行车库	c=1 d=1 t=14725
zi yong 	自用	c=7 d=1.01463 t=18616
zi you 	自由	c=2 d=1.72979 t=15811
zi yuan 	资源	c=2 d=1 t=14266
zong 	总	c=76 d=2.06963 t=28145
zong ban 	总办	c=1 d=1 t=19048
zong bao 	总包	c=36 d=1.02385 t=28071
zong bi 	总比	c=1 d=1 t=1987
zong bu 	总部	c=1 d=1 t=21746
zong gong 	总共	c=1 d=1 t=25084
zong he 	综合	c=5 d=1.86502 t=19784
zong hui 	总会	c=1 d=1 t=8663
zong jia 	总价	c=1 d=1 t=9853
zong liang 	总量	c=1 d=1 t=12481
zong shi 	总是	c=1 d=1 t=2778
zou 	走	c=19 d=1.01743 t=28310
zou dao 	走道	c=21 d=1.76571 t=27634
zou tong 	走通	c=1 d=1 t=24652
zou xiang 	走向	c=1 d=1 t=13851
zu 	租	c=1 d=1 t=23413
zu fang 	租房	c=1 d=1 t=13211
zu gou 	足够	c=2 d=1 t=22079
zu hu 	租户	c=11 d=2.72402 t=10959
zu li 	阻力	c=4 d=1.00136 t=25553
zu lin 	租赁	c=2 d=1 t=10920
zu tu 	组图	c=1 d=1 t=3353
zu zhi 	组织	c=7 d=1 t=23321
zui 	嘴	c=2 d=1 t=20322
zui 	最	c=8 d=1 t=28212
zui chu 	最初	c=1 d=1 t=14502
zui da 	最大	c=2 d=1 t=14514
zui di 	最低	c=1 d=1 t=14640
zui gao 	最高	c=6 d=1 t=23603
zui hao 	最好	c=4 d=1 t=23828
zui hou 	最后	c=14 d=1.06076 t=25069
zui jin 	最近	c=25 d=2.00241 t=24672
zui leng 	最冷	c=1 d=1 t=20793
zui shao 	最少	c=1 d=1 t=191
zui xiao 	最小	c=5 d=1.00108 t=19906
zui zao 	最早	c=2 d=1.37908 t=24987
zui zhong 	最终	c=2 d=1 t=23240
zun zhong 	尊重	c=1 d=1 t=16820
zuo 	做	c=44 d=1.68547 t=27441
zuo 	坐	c=2 d=1.956 t=5225
zuo 	座	c=11 d=1.22285 t=24197
zuo bu dao 	做不到	c=1 d=1 t=15931
zuo ce 	左侧	c=2 d=1 t=25340
zuo che 	坐车	c=1 d=1 t=22017
zuo dao 	做到	c=1 d=1 t=27407
zuo de 	做的	c=1 d=1 t=6676
zuo fa 	做法	c=16 d=1.17328 t=24616
zuo fei 	作废	c=4 d=1.07769 t=27279
zuo hao 	做好	c=2 d=1.36788 t=15919
zuo shang 	左上	c=1 d=1 t=6521
zuo tian 	昨天	c=27 d=2.03245 t=27304
zuo wan 	做完	c=1 d=1 t=9211
zuo wei 	作为	c=11 d=2.57485 t=25392
zuo wei 	座位	c=4 d=1 t=28208
zuo yong 	作用	c=5 d=1.00234 t=17029
zuo you 	左右	c=2 d=1.06173 t=17092
zuo you shi 	左右式	c=1 d=1 t=12407
ĺ 	L	c=1 d=1 t=4754
ḃ 	B	c=4 d=1.09537 t=26580
ḿ 	M	c=1 d=1 t=25784
ṕ 	P	c=1 d=1 t=7275
